,C,H,O,heat_rate,T,mass_porc,biomass_ESP,biomass_EU,biomass_MCP,biomass_MSP,biomass_MV,biomass_OU,biomass_PP,biomass_SD
3600,45.49,5.61,42.1,5,853.33398,17.8604857142857,False,False,True,False,False,False,False,False
3601,44.71,1.48,49.33,10,469.866666666656,11.6075339465616,False,False,False,False,False,False,False,True
3602,75.63,0.79,22.14,15,519.199999999992,48.7278648483615,False,False,False,False,False,True,False,False
3603,48.95,1.38,48.41,5,342.903000000001,26.5774583679708,False,False,False,False,False,False,True,False
3604,48.95,1.38,48.41,10,523.600000000015,15.2851711026616,False,False,False,False,False,False,True,False
3605,45.51,5.58,41.82,15,482.57101,32.7887875903614,False,False,False,True,False,False,False,False
3606,48.95,1.38,48.41,5,621.654999999993,9.81738221018475,False,False,False,False,False,False,True,False
3607,44.71,1.48,49.33,15,832.10769230768,2.52893270467214,False,False,False,False,False,False,False,True
3608,45.51,5.58,41.82,10,37.28,99.9461051764706,False,False,False,True,False,False,False,False
3609,41.67,5.28,39.77,10,865.0,6.03414,True,False,False,False,False,False,False,False
3610,78.78,0.82,19.91,20,699.16000000001,22.5535561268209,False,False,False,False,True,False,False,False
3611,78.78,0.82,19.91,20,560.040000000002,33.6760925449871,False,False,False,False,True,False,False,False
3612,44.71,1.48,49.33,5,154.291466346154,93.8530066815144,False,False,False,False,False,False,False,True
3613,78.78,0.82,19.91,20,736.760000000012,19.7600685518423,False,False,False,False,True,False,False,False
3614,61.93,0.91,35.47,15,538.619999999994,46.6852756454989,False,True,False,False,False,False,False,False
3615,41.67,5.28,39.77,10,376.0,16.10973,True,False,False,False,False,False,False,False
3616,48.95,1.38,48.41,15,139.678100000003,95.3175457481163,False,False,False,False,False,False,True,False
3617,44.71,1.48,49.33,10,223.962962962958,90.2321506789311,False,False,False,False,False,False,False,True
3618,48.95,1.38,48.41,5,61.7000000000012,99.4636775629509,False,False,False,False,False,False,True,False
3619,61.93,0.91,35.47,15,731.39999999999,33.2519190509421,False,True,False,False,False,False,False,False
3620,41.67,5.28,39.77,15,220.0,96.48086,True,False,False,False,False,False,False,False
3621,41.67,5.28,39.77,10,732.0,5.68178,True,False,False,False,False,False,False,False
3622,45.51,5.58,41.82,15,764.79498,22.5759044578313,False,False,False,True,False,False,False,False
3623,45.49,5.61,42.1,5,815.25299,18.3368380952381,False,False,True,False,False,False,False,False
3624,41.67,5.28,39.77,15,792.0,5.12945,True,False,False,False,False,False,False,False
3625,45.51,5.58,41.82,5,112.711,91.8484045454546,False,False,False,True,False,False,False,False
3626,45.49,5.61,42.1,5,222.838,82.2496666666666,False,False,True,False,False,False,False,False
3627,78.78,0.82,19.91,20,526.2,37.892030848329,False,False,False,False,True,False,False,False
3628,78.78,0.82,19.91,20,672.840000000008,23.9588688946015,False,False,False,False,True,False,False,False
3629,45.49,5.61,42.1,10,403.552,36.4730661016949,False,False,True,False,False,False,False,False
3630,48.95,1.38,48.41,5,61.1000000000012,99.4636775629509,False,False,False,False,False,False,True,False
3631,61.93,0.91,35.47,10,632.499999999984,41.7902813299233,False,True,False,False,False,False,False,False
3632,41.67,5.28,39.77,10,368.0,17.55056,True,False,False,False,False,False,False,False
3633,61.93,0.91,35.47,20,901.559999999997,24.8474280732345,False,True,False,False,False,False,False,False
3634,41.67,5.28,39.77,15,40.0,100.0,True,False,False,False,False,False,False,False
3635,48.95,1.38,48.41,15,179.795165000004,93.2723358449946,False,False,False,False,False,False,True,False
3636,41.67,5.28,39.77,10,764.0,5.64919,True,False,False,False,False,False,False,False
3637,45.51,5.58,41.82,5,558.03003,26.4238551136364,False,False,False,True,False,False,False,False
3638,44.71,1.48,49.33,5,79.4086538461538,96.1692650334075,False,False,False,False,False,False,False,True
3639,45.51,5.58,41.82,10,75.806,98.6382232941176,False,False,False,True,False,False,False,False
3640,61.93,0.91,35.47,20,202.919999999998,97.3670444638187,False,True,False,False,False,False,False,False
3641,45.49,5.61,42.1,5,334.77499,47.2293682539683,False,False,True,False,False,False,False,False
3642,45.49,5.61,42.1,5,571.77399,22.2309428571429,False,False,True,False,False,False,False,False
3643,48.95,1.38,48.41,5,203.600000000006,95.6557882599019,False,False,False,False,False,False,True,False
3644,44.71,1.48,49.33,15,370.999999999997,29.661380197171,False,False,False,False,False,False,False,True
3645,48.95,1.38,48.41,10,444.400000000012,21.2674271229405,False,False,False,False,False,False,True,False
3646,61.93,0.91,35.47,10,444.399999999989,54.0153452685422,False,True,False,False,False,False,False,False
3647,48.95,1.38,48.41,15,634.781390000017,3.01399354144246,False,False,False,False,False,False,True,False
3648,78.78,0.82,19.91,20,680.360000000009,23.4618680377035,False,False,False,False,True,False,False,False
3649,45.49,5.61,42.1,5,79.023,94.0020666666667,False,False,True,False,False,False,False,False
3650,44.71,1.48,49.33,5,682.442028846156,6.90423162583524,False,False,False,False,False,False,False,True
3651,45.51,5.58,41.82,10,337.978,55.8420037647059,False,False,False,True,False,False,False,False
3652,45.51,5.58,41.82,5,335.95499,50.6128443181818,False,False,False,True,False,False,False,False
3653,44.71,1.48,49.33,15,486.276923076918,13.4590655807972,False,False,False,False,False,False,False,True
3654,45.49,5.61,42.1,5,462.20001,26.4212793650794,False,False,True,False,False,False,False,False
3655,44.71,1.48,49.33,10,263.518518518512,78.6684187472623,False,False,False,False,False,False,False,True
3656,45.51,5.58,41.82,10,316.37,62.923066117647,False,False,False,True,False,False,False,False
3657,41.67,5.28,39.77,10,179.0,99.09649,True,False,False,False,False,False,False,False
3658,61.93,0.91,35.47,15,572.279999999993,44.0858339148639,False,True,False,False,False,False,False,False
3659,78.78,0.82,19.91,15,167.509999999997,98.3654009875702,False,False,False,False,True,False,False,False
3660,48.95,1.38,48.41,5,233.600000000008,88.6835965782629,False,False,False,False,False,False,True,False
3661,61.93,0.91,35.47,15,459.059999999995,53.4368457780879,False,True,False,False,False,False,False,False
3662,45.49,5.61,42.1,5,134.256,88.8404825396826,False,False,True,False,False,False,False,False
3663,45.51,5.58,41.82,10,592.23602,27.7799969411765,False,False,False,True,False,False,False,False
3664,78.78,0.82,19.91,15,320.599999999996,88.5578069129916,False,False,False,False,True,False,False,False
3665,44.71,1.48,49.33,15,202.16923076923,91.8131161594512,False,False,False,False,False,False,False,True
3666,61.93,0.91,35.47,10,487.599999999988,52.1398124467178,False,True,False,False,False,False,False,False
3667,45.49,5.61,42.1,10,254.58,81.2582984745763,False,False,True,False,False,False,False,False
3668,45.49,5.61,42.1,5,666.28601,20.3452285714286,False,False,True,False,False,False,False,False
3669,61.93,0.91,35.47,10,249.099999999994,85.6265984654731,False,True,False,False,False,False,False,False
3670,44.71,1.48,49.33,5,417.963341346154,16.436525612472,False,False,False,False,False,False,False,True
3671,44.71,1.48,49.33,10,309.666666666659,59.9211563731931,False,False,False,False,False,False,False,True
3672,44.71,1.48,49.33,10,332.740740740733,48.2698204117389,False,False,False,False,False,False,False,True
3673,45.51,5.58,41.82,5,608.61902,25.1585136363636,False,False,False,True,False,False,False,False
3674,45.49,5.61,42.1,5,186.26199,86.7554063492063,False,False,True,False,False,False,False,False
3675,45.51,5.58,41.82,10,624.34698,27.0417545882353,False,False,False,True,False,False,False,False
3676,41.67,5.28,39.77,10,604.0,6.08055,True,False,False,False,False,False,False,False
3677,44.71,1.48,49.33,10,189.681481481477,94.2181340341655,False,False,False,False,False,False,False,True
3678,44.71,1.48,49.33,5,437.405028846154,14.4766146993293,False,False,False,False,False,False,False,True
3679,45.49,5.61,42.1,10,858.53998,21.8057418644069,False,False,True,False,False,False,False,False
3680,44.71,1.48,49.33,5,427.455528846154,15.2338530066799,False,False,False,False,False,False,False,True
3681,78.78,0.82,19.91,20,443.479999999999,73.8303341902313,False,False,False,False,True,False,False,False
3682,44.71,1.48,49.33,5,226.010216346154,88.9086859688195,False,False,False,False,False,False,False,True
3683,45.51,5.58,41.82,5,511.021,27.9664642045455,False,False,False,True,False,False,False,False
3684,45.51,5.58,41.82,10,726.10999,25.4499924705882,False,False,False,True,False,False,False,False
3685,45.51,5.58,41.82,5,222.591,85.0034107954546,False,False,False,True,False,False,False,False
3686,44.71,1.48,49.33,15,259.353846153845,84.3120445777969,False,False,False,False,False,False,False,True
3687,41.67,5.28,39.77,10,569.0,6.62218,True,False,False,False,False,False,False,False
3688,45.49,5.61,42.1,15,873.03497,4.37748400000004,False,False,True,False,False,False,False,False
3689,44.71,1.48,49.33,10,142.874074074071,95.6636005256242,False,False,False,False,False,False,False,True
3690,41.67,5.28,39.77,15,266.0,80.08871,True,False,False,False,False,False,False,False
3691,61.93,0.91,35.47,10,179.799999999996,91.3895993179881,False,True,False,False,False,False,False,False
3692,44.71,1.48,49.33,5,145.853966346154,94.0757238307348,False,False,False,False,False,False,False,True
3693,78.78,0.82,19.91,15,78.6799999999978,99.4891878086157,False,False,False,False,True,False,False,False
3694,45.51,5.58,41.82,5,830.409,22.5219238636363,False,False,False,True,False,False,False,False
3695,45.51,5.58,41.82,5,109.827,92.1173755681818,False,False,False,True,False,False,False,False
3696,44.71,1.48,49.33,10,26.8444444444439,100.0,False,False,False,False,False,False,False,True
3697,45.51,5.58,41.82,10,524.38599,29.8271745882353,False,False,False,True,False,False,False,False
3698,61.93,0.91,35.47,10,269.799999999993,82.4211423699915,False,True,False,False,False,False,False,False
3699,45.49,5.61,42.1,5,285.79099,65.7576285714286,False,False,True,False,False,False,False,False
3700,75.63,0.79,22.14,20,456.679999999996,64.9492290334712,False,False,False,False,False,True,False,False
3701,45.49,5.61,42.1,5,283.56299,66.5484063492064,False,False,True,False,False,False,False,False
3702,45.49,5.61,42.1,10,64.639,98.7957603389831,False,False,True,False,False,False,False,False
3703,45.49,5.61,42.1,10,438.38699,33.0920222033898,False,False,True,False,False,False,False,False
3704,41.67,5.28,39.77,10,561.0,6.65867,True,False,False,False,False,False,False,False
3705,75.63,0.79,22.14,15,859.579999999978,23.4072867901486,False,False,False,False,False,True,False,False
3706,45.51,5.58,41.82,5,380.89301,37.9763568181819,False,False,False,True,False,False,False,False
3707,44.71,1.48,49.33,10,814.65925925924,2.58431887866846,False,False,False,False,False,False,False,True
3708,45.51,5.58,41.82,5,556.26001,26.4735232954546,False,False,False,True,False,False,False,False
3709,48.95,1.38,48.41,5,28.9999999999999,99.8927355125902,False,False,False,False,False,False,True,False
3710,41.67,5.28,39.77,20,860.0,6.19721708356791,True,False,False,False,False,False,False,False
3711,45.49,5.61,42.1,10,549.45898,27.6065932203389,False,False,True,False,False,False,False,False
3712,41.67,5.28,39.77,15,850.0,5.01101,True,False,False,False,False,False,False,False
3713,44.71,1.48,49.33,10,283.29629629629,70.2146298729742,False,False,False,False,False,False,False,True
3714,44.71,1.48,49.33,10,837.07407407405,2.14629872974154,False,False,False,False,False,False,False,True
3715,44.71,1.48,49.33,10,715.770370370354,4.99342969776613,False,False,False,False,False,False,False,True
3716,48.95,1.38,48.41,5,191.000000000006,96.0580300876888,False,False,False,False,False,False,True,False
3717,41.67,5.28,39.77,15,715.0,6.50382,True,False,False,False,False,False,False,False
3718,48.95,1.38,48.41,5,203.000000000006,95.6557882599019,False,False,False,False,False,False,True,False
3719,45.49,5.61,42.1,5,785.82001,18.6954031746032,False,False,True,False,False,False,False,False
3720,75.63,0.79,22.14,10,241.999999999999,88.0988593155893,False,False,False,False,False,True,False,False
3721,45.51,5.58,41.82,10,741.24597,25.2748129411765,False,False,False,True,False,False,False,False
3722,45.49,5.61,42.1,10,315.31,61.9815264406779,False,False,True,False,False,False,False,False
3723,75.63,0.79,22.14,10,377.000000000003,61.615969581749,False,False,False,False,False,True,False,False
3724,45.49,5.61,42.1,5,848.46399,17.9177904761905,False,False,True,False,False,False,False,False
3725,75.63,0.79,22.14,15,286.700000000003,90.3724811723998,False,False,False,False,False,True,False,False
3726,41.67,5.28,39.77,10,547.0,6.73246,True,False,False,False,False,False,False,False
3727,45.51,5.58,41.82,5,718.20398,23.49660625,False,False,False,True,False,False,False,False
3728,41.67,5.28,39.77,15,763.0,6.21513,True,False,False,False,False,False,False,False
3729,45.49,5.61,42.1,5,352.94,38.6985714285714,False,False,True,False,False,False,False,False
3730,48.95,1.38,48.41,5,245.600000000008,78.5202863961814,False,False,False,False,False,False,True,False
3731,45.49,5.61,42.1,15,206.242,89.72416,False,False,True,False,False,False,False,False
3732,44.71,1.48,49.33,5,383.510216346154,19.8663697104678,False,False,False,False,False,False,False,True
3733,48.95,1.38,48.41,10,126.4,96.5525982256021,False,False,False,False,False,False,True,False
3734,45.49,5.61,42.1,5,417.12799,29.6969746031745,False,False,True,False,False,False,False,False
3735,61.93,0.91,35.47,15,433.559999999996,55.3558967201675,False,True,False,False,False,False,False,False
3736,44.71,1.48,49.33,15,619.707692307686,8.48692670381484,False,False,False,False,False,False,False,True
3737,75.63,0.79,22.14,20,199.28,93.3433621662279,False,False,False,False,False,True,False,False
3738,44.71,1.48,49.33,15,141.353846153847,94.3420488641234,False,False,False,False,False,False,False,True
3739,61.93,0.91,35.47,15,670.199999999992,39.4277739009072,False,True,False,False,False,False,False,False
3740,45.51,5.58,41.82,5,471.83801,29.7363664772727,False,False,False,True,False,False,False,False
3741,44.71,1.48,49.33,5,473.090028846154,12.4721603563424,False,False,False,False,False,False,False,True
3742,45.51,5.58,41.82,5,714.63898,23.5386460227273,False,False,False,True,False,False,False,False
3743,45.51,5.58,41.82,10,433.99701,35.3665830588235,False,False,False,True,False,False,False,False
3744,45.49,5.61,42.1,15,432.17999,32.409676,False,False,True,False,False,False,False,False
3745,44.71,1.48,49.33,5,48.1195913461538,99.1091314031181,False,False,False,False,False,False,False,True
3746,44.71,1.48,49.33,5,25.2680288461539,100.0,False,False,False,False,False,False,False,True
3747,78.78,0.82,19.91,10,726.700000000013,22.0159611380985,False,False,False,False,True,False,False,False
3748,75.63,0.79,22.14,15,548.959999999991,44.9419906370853,False,False,False,False,False,True,False,False
3749,45.51,5.58,41.82,5,478.80499,29.3789727272727,False,False,False,True,False,False,False,False
3750,45.49,5.61,42.1,5,285.492,65.8635079365079,False,False,True,False,False,False,False,False
